Treatment,Date,Reel,Session (CamA),Minute,Time stamp,Origin,Arrival,Follower,Sex,X,Y,X_left,Y_left,X_right,Y_right,theta,Entry_raw,Entry,Notes
Bright-Bright,18/05/2021,13,2,23,2,Left,Left,1,M,,,,,,,,,,
Bright-Bright,18/05/2021,13,2,23,3,Left,Left,,M,1863,1603,1584,1618,2275,1633,-0.021704261,-66.97264491,-0.193842677,cut
Bright-Bright,18/05/2021,13,2,23,3,Right,Right,1,M,,,,,,,,,,cut
Bright-Bright,18/05/2021,13,2,23,3,Right,Right,1,M,,,,,,,,,,
Bright-Bright,18/05/2021,13,2,24,1,Right,Right,,M,2018,1579,1584,1618,2275,1633,-0.021704261,87.46998684,0.253169282,
Bright-Bright,18/05/2021,13,2,24,2,Left,Left,,M,1883,1592,1584,1618,2275,1633,-0.021704261,-47.21608361,-0.136660155,
Bright-Bright,18/05/2021,13,2,24,3,Left,Right,,M,1776,1604,1584,1618,2275,1633,-0.021704261,-153.9304514,-0.445529526,
Bright-Bright,18/05/2021,13,2,25,1,Left,Right,,M,1765,1596,1584,1618,2275,1633,-0.021704261,-165.101481,-0.477862463,cut or perch
Bright-Bright,18/05/2021,13,2,25,1,Left,?,1,M,,,,,,,,,,cut or perch
Bright-Bright,18/05/2021,13,2,25,2,Left,Right,,M,1839,1611,1584,1618,2275,1633,-0.021704261,-90.79337178,-0.262788341,cut
Bright-Bright,18/05/2021,13,2,25,2,Right,Right,1,M,,,,,,,,,,
Bright-Bright,18/05/2021,13,2,25,2,Right,Right,2,M,,,,,,,,,,
Bright-Bright,18/05/2021,13,2,25,3,Right,?,,M,1899,1633,1584,1618,2275,1633,-0.021704261,-30.33004721,-0.087785954,
Bright-Bright,18/05/2021,13,2,25,4,Right,?,,M,2065,1632,1584,1618,2275,1633,-0.021704261,135.6091525,0.392501165,
Bright-Bright,18/05/2021,13,2,25,5,Left,Right,,M,1787,1598,1584,1618,2275,1633,-0.021704261,-143.0632576,-0.414075999,
Bright-Bright,18/05/2021,13,2,26,2,Left,Right,,M,1772,1581,1584,1618,2275,1633,-0.021704261,-158.4286681,-0.458548967,cut
Bright-Bright,18/05/2021,13,2,26,3,Left,?,,M,1885,1595,1584,1618,2275,1633,-0.021704261,-45.15144699,-0.130684362,cut
Bright-Bright,18/05/2021,13,2,26,4,Left,Left,,M,1893,1613,1584,1618,2275,1633,-0.021704261,-36.76268519,-0.106404299,cut
Bright-Bright,18/05/2021,13,2,27,1,Right,Left,,M,2089,1614,1584,1618,2275,1633,-0.021704261,159.2128538,0.46081868,
Bright-Bright,18/05/2021,13,2,27,2,Right,Right,,M,1946,1598,1584,1618,2275,1633,-0.021704261,15.89929346,0.046018216,
Bright-Bright,18/05/2021,13,2,27,3,Left,Left,,M,1901,1622,1584,1618,2275,1633,-0.021704261,-28.5692464,-0.08268957,cut
Dark-Dark,06/05/2021,5,1,2,1,Right,Right,,M,1934,1621,1579,1655,2273,1666,-0.015848817,7.372993219,0.021247819,
Dark-Dark,06/05/2021,5,1,3,1,Left,Right,,M,1853,1650,1579,1655,2273,1666,-0.015848817,-73.15723755,-0.210827774,
Dark-Dark,06/05/2021,5,1,4,1,Left,Right,,M,1849,1648,1579,1655,2273,1666,-0.015848817,-77.1884315,-0.222445048,
Dark-Dark,06/05/2021,5,1,4,1,Left,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,1,7,1,Left,Right,,F,1827,1628,1579,1655,2273,1666,-0.015848817,-99.50263159,-0.2867511,
Dark-Dark,06/05/2021,5,1,7,1,Left,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,1,9,1,Left,Right,,M,1827,1667,1579,1655,2273,1666,-0.015848817,-98.88455361,-0.284969895,
Dark-Dark,06/05/2021,5,1,29,1,Right,Right,,M,1980,1669,1579,1655,2273,1666,-0.015848817,54.12792745,0.155988264,
Dark-Dark,06/05/2021,5,1,32,1,Right,Right,,M,1999,1661,1579,1655,2273,1666,-0.015848817,72.99875602,0.210371055,
Dark-Dark,06/05/2021,5,1,32,2,Right,Right,,M,2032,1678,1579,1655,2273,1666,-0.015848817,106.2640302,0.306236398,
Dark-Dark,06/05/2021,5,1,34,1,Right,Right,,M,1994,1646,1579,1655,2273,1666,-0.015848817,67.76166166,0.195278564,
Dark-Dark,06/05/2021,5,1,35,1,Right,Right,,M,1973,1642,1579,1655,2273,1666,-0.015848817,46.70090644,0.134584745,
Dark-Dark,06/05/2021,5,3,2,1,Right,Right,,M,1945,1652,1579,1655,2273,1666,-0.015848817,18.86290449,0.054359955,
Dark-Dark,06/05/2021,5,3,7,1,Right,Right,,M,2035,1650,1579,1655,2273,1666,-0.015848817,108.8199051,0.313602032,
Dark-Dark,06/05/2021,5,3,7,1,Right,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,3,15,1,Right,Right,,M,2024,1663,1579,1655,2273,1666,-0.015848817,98.02731258,0.28249946,
Dark-Dark,06/05/2021,5,3,19,1,Right,Right,,M,2015,1662,1579,1655,2273,1666,-0.015848817,89.01259473,0.256520446,
Dark-Dark,06/05/2021,5,3,20,1,Right,Right,,M,1994,1659,1579,1655,2273,1666,-0.015848817,67.96768766,0.195872299,
Dark-Dark,06/05/2021,5,4,6,1,Left,Right,,M,1936,1663,1579,1655,2273,1666,-0.015848817,10.03836448,0.028929004,
Dark-Dark,06/05/2021,5,4,6,2,?,Right,,M,1795,1649,1579,1655,2273,1666,-0.015848817,-131.1658015,-0.377999428,
Dark-Dark,06/05/2021,5,4,8,1,Right,?,,M,2035,1640,1579,1655,2273,1666,-0.015848817,108.6614236,0.313145313,
Dark-Dark,06/05/2021,5,4,9,1,Right,Right,,M,2035,1655,1579,1655,2273,1666,-0.015848817,108.8991459,0.313830392,
Dark-Dark,06/05/2021,5,4,24,1,Right,Right,,M,2005,1657,1579,1655,2273,1666,-0.015848817,78.93460986,0.227477262,
Dark-Dark,06/05/2021,5,4,26,1,Right,Right,,M,1920,1635,1579,1655,2273,1666,-0.015848817,-6.403374374,-0.018453528,
Dark-Dark,06/05/2021,5,4,27,1,Right,Right,,M,2022,1654,1579,1655,2273,1666,-0.015848817,95.88493037,0.276325448,
Dark-Dark,06/05/2021,5,4,32,1,Right,Right,,M,1977,1678,1579,1655,2273,1666,-0.015848817,51.2709376,0.147754863,
Dark-Dark,06/05/2021,5,4,38,1,Right,Right,,M,1976,1657,1579,1655,2273,1666,-0.015848817,49.93825197,0.143914271,
Dark-Dark,06/05/2021,5,4,38,1,Right,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,4,38,1,Right,Right,2,,,,,,,,,,,
Dark-Dark,06/05/2021,5,4,38,1,Right,Right,3,,,,,,,,,,,
Dark-Dark,06/05/2021,5,4,39,1,Right,Right,,M,1929,1635,1579,1655,2273,1666,-0.015848817,2.595495317,0.007479814,
Dark-Dark,06/05/2021,5,4,50,1,Right,Right,,F,1972,1624,1579,1655,2273,1666,-0.015848817,,0,
Dark-Dark,06/05/2021,5,4,50,1,Right,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,4,51,1,Left,Right,,M,1826,1659,1579,1655,2273,1666,-0.015848817,-100.0112132,-0.288216753,
Dark-Dark,06/05/2021,5,4,51,2,Right,Right,,M,1955,1655,1579,1655,2273,1666,-0.015848817,28.90919305,0.083311796,
Dark-Dark,06/05/2021,5,4,56,1,Right,Right,,M,1955,1665,1579,1655,2273,1666,-0.015848817,29.06767458,0.083768515,
Dark-Dark,06/05/2021,5,4,56,1,Right,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,5,5,1,Right,Right,,F,1956,1652,1579,1655,2273,1666,-0.015848817,29.861523,0.086056262,
Dark-Dark,06/05/2021,5,5,5,1,Left,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,5,5,2,Left,Right,,M,1834,1637,1579,1655,2273,1666,-0.015848817,-92.36087734,-0.266169675,
Dark-Dark,06/05/2021,5,5,9,1,Left,Right,,F,1847,1643,1579,1655,2273,1666,-0.015848817,-79.26742109,-0.228436372,
Dark-Dark,06/05/2021,5,5,9,1,Right,Right,1,,,,,,,,,,,
Dark-Dark,06/05/2021,5,5,9,2,Left,Right,,M,1818,1635,1579,1655,2273,1666,-0.015848817,-108.3905642,-0.312364738,
Dark-Dark,07/05/2021,6,5,6,1,Right,Right,,M,2042,1637,1583,1644,2273,1655,-0.015940679,113.7862663,0.329815265,
Dark-Dark,07/05/2021,6,5,7,1,Left,Right,,F,1917,1628,1583,1644,2273,1655,-0.015940679,-11.34131253,-0.03287337,
Dark-Dark,07/05/2021,6,5,8,1,Right,?,,M,1993,1645,1583,1644,2273,1655,-0.015940679,64.92001174,0.188173947,
Dark-Dark,07/05/2021,6,5,8,2,Left,?,,M,1854,1624,1583,1644,2273,1655,-0.015940679,-74.3970684,-0.215643677,
Dark-Dark,07/05/2021,6,5,9,2,Right,Right,,M,1941,1648,1583,1644,2273,1655,-0.015940679,12.97443835,0.037607068,
Dark-Dark,07/05/2021,6,5,13,1,Right,Right,,M,2025,1662,1583,1644,2273,1655,-0.015940679,97.1869262,0.281701235,
Dark-Dark,07/05/2021,6,5,14,1,Right,Right,,F,1972,1632,1583,1644,2273,1655,-0.015940679,43.71545974,0.126711478,
Dark-Dark,07/05/2021,6,5,15,1,Right,Right,,M,2024,1653,1583,1644,2273,1655,-0.015940679,96.04359322,0.278387227,
Dark-Dark,07/05/2021,6,5,15,2,Right,Right,,M,2012,1637,1583,1644,2273,1655,-0.015940679,83.79007776,0.242869791,
Dark-Dark,07/05/2021,6,5,15,2,Right,Right,1,,,,,,,,,,,
Dark-Dark,07/05/2021,6,5,22,1,Right,Right,,M,2039,1626,1583,1644,2273,1655,-0.015940679,110.6113074,0.320612485,
Dark-Dark,07/05/2021,6,5,27,1,Left,Right,,M,1805,1614,1583,1644,2273,1655,-0.015940679,-123.550243,-0.358116646,
Dark-Dark,07/05/2021,6,5,36,1,Right,Right,,M,1972,1622,1583,1644,2273,1655,-0.015940679,43.55605971,0.126249448,
Dark-Dark,07/05/2021,6,5,48,1,Left,Right,,M,1856,1652,1583,1644,2273,1655,-0.015940679,-71.9510024,-0.20855363,
Dark-Dark,19/05/2021,14,2,5,1,Left,Left,,M,1934,1620,1583,1626,2275,1639,-0.018783918,4.764332774,0.013769748,
Dark-Dark,19/05/2021,14,2,5,1,Left,Left,1,F,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,6,1,Left,?,,M,1949,1601,1583,1626,2275,1639,-0.018783918,19.40481314,0.056083275,
Dark-Dark,19/05/2021,14,2,6,2,Left,?,,M,1884,1597,1583,1626,2275,1639,-0.018783918,-45.6588513,-0.131961998,
Dark-Dark,19/05/2021,14,2,7,1,Right,Right,,M,2031,1615,1583,1626,2275,1639,-0.018783918,101.6533067,0.293795684,
Dark-Dark,19/05/2021,14,2,7,2,Left,Right,,M,1848,1610,1583,1626,2275,1639,-0.018783918,-81.40832387,-0.235284173,
Dark-Dark,19/05/2021,14,2,7,3,Right,Right,,M,2042,1598,1583,1626,2275,1639,-0.018783918,112.3320583,0.324659128,
Dark-Dark,19/05/2021,14,2,7,4,Left,?,,M,1798,1583,1583,1626,2275,1639,-0.018783918,-131.9066392,-0.381233061,
Dark-Dark,19/05/2021,14,2,8,1,Left,?,,M,1799,1590,1583,1626,2275,1639,-0.018783918,-130.7753359,-0.377963399,
Dark-Dark,19/05/2021,14,2,8,2,Right,Right,,M,2049,1625,1583,1626,2275,1639,-0.018783918,119.8379594,0.346352484,
Dark-Dark,19/05/2021,14,2,8,3,Left,?,,M,1806,1601,1583,1626,2275,1639,-0.018783918,-123.5699599,-0.357138612,
Dark-Dark,19/05/2021,14,2,8,4,Left,?,,M,1843,1610,1583,1626,2275,1639,-0.018783918,-86.40744181,-0.249732491,
Dark-Dark,19/05/2021,14,2,9,1,Right,Right,,M,2027,1618,1583,1626,2275,1639,-0.018783918,97.71036078,0.282399887,
Dark-Dark,19/05/2021,14,2,9,2,Right,Right,,M,2014,1604,1583,1626,2275,1639,-0.018783918,84.44969476,0.244074262,
Dark-Dark,19/05/2021,14,2,9,3,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,11,1,Left,?,,M,1877,1628,1583,1626,2275,1639,-0.018783918,-52.0753492,-0.15050679,
Dark-Dark,19/05/2021,14,2,11,2,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,12,1,Right,Right,,M,1978,1612,1583,1626,2275,1639,-0.018783918,48.60630812,0.140480659,
Dark-Dark,19/05/2021,14,2,13,1,Right,Right,,M,1998,1585,1583,1626,2275,1639,-0.018783918,68.09564391,0.196808219,
Dark-Dark,19/05/2021,14,2,13,2,Left,?,,M,1853,1595,1583,1626,2275,1639,-0.018783918,-76.69094813,-0.221650139,
Dark-Dark,19/05/2021,14,2,13,3,Left,Right,,M,1845,1619,1583,1626,2275,1639,-0.018783918,-84.23874932,-0.243464593,
Dark-Dark,19/05/2021,14,2,14,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,14,2,Right,?,,M,2012,1625,1583,1626,2275,1639,-0.018783918,82.84448666,0.239434933,
Dark-Dark,19/05/2021,14,2,18,1,Left,?,,M,1812,1624,1583,1626,2275,1639,-0.018783918,-117.1390136,-0.338552063,
Dark-Dark,19/05/2021,14,2,18,2,Right,Right,,M,1997,1619,1583,1626,2275,1639,-0.018783918,67.73443597,0.195764266,
Dark-Dark,19/05/2021,14,2,19,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,20,1,Right,Right,,M,1962,1595,1583,1626,2275,1639,-0.018783918,32.28982289,0.093323188,
Dark-Dark,19/05/2021,14,2,20,2,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,20,3,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,20,4,Left,?,,M,1786,1619,1583,1626,2275,1639,-0.018783918,-143.228341,-0.413954743,
Dark-Dark,19/05/2021,14,2,22,1,Left,Right,,M,1829,1599,1583,1626,2275,1639,-0.018783918,-100.611583,-0.290784922,
Dark-Dark,19/05/2021,14,2,23,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,2,24,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,3,16,1,Right,Right,,M,2023,1621,1583,1626,2275,1639,-0.018783918,93.76741487,0.271004089,
Dark-Dark,19/05/2021,14,3,19,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,3,27,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,3,28,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,1,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,7,1,Left,Right,,M,1854,1617,1583,1626,2275,1639,-0.018783918,-75.27790266,-0.217566193,
Dark-Dark,19/05/2021,14,4,8,2,Left,Right,,M,1835,1630,1583,1626,2275,1639,-0.018783918,-94.03037425,-0.271764087,
Dark-Dark,19/05/2021,14,4,9,1,Right,Right,,M,1988,1628,1583,1626,2275,1639,-0.018783918,58.905069,0.170245864,
Dark-Dark,19/05/2021,14,4,10,1,Left,Right,,M,1904,1605,1583,1626,2275,1639,-0.018783918,-25.51211704,-0.073734442,
Dark-Dark,19/05/2021,14,4,11,1,Left,Right,,M,1853,1603,1583,1626,2275,1639,-0.018783918,-76.54068563,-0.221215854,
Dark-Dark,19/05/2021,14,4,11,2,Right,Right,,M,2001,1632,1583,1626,2275,1639,-0.018783918,71.97790689,0.208028633,
Dark-Dark,19/05/2021,14,4,12,1,Right,Right,,M,2022,1610,1583,1626,2275,1639,-0.018783918,92.56098033,0.267517284,
Dark-Dark,19/05/2021,14,4,12,2,Left,Right,,M,1912,1616,1583,1626,2275,1639,-0.018783918,-17.3069174,-0.050019992,
Dark-Dark,19/05/2021,14,4,13,1,Right,Right,,M,2011,1614,1583,1626,2275,1639,-0.018783918,81.63805213,0.235948128,
Dark-Dark,19/05/2021,14,4,13,2,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,14,2,Right,Right,,M,1997,1628,1583,1626,2275,1639,-0.018783918,67.90348128,0.196252836,
Dark-Dark,19/05/2021,14,4,14,3,Left,?,,M,1831,1595,1583,1626,2275,1639,-0.018783918,-98.68706706,-0.285222737,
Dark-Dark,19/05/2021,14,4,15,1,Left,?,,M,1839,1588,1583,1626,2275,1639,-0.018783918,-90.81995805,-0.262485428,
Dark-Dark,19/05/2021,14,4,17,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,18,1,Right,Right,,M,1980,1611,1583,1626,2275,1639,-0.018783918,50.58717248,0.146205701,
Dark-Dark,19/05/2021,14,4,19,1,Right,?,,M,2032,1605,1583,1626,2275,1639,-0.018783918,102.4653021,0.296142492,
Dark-Dark,19/05/2021,14,4,19,2,Left,Right,,F,1805,1611,1583,1626,2275,1639,-0.018783918,-124.3819553,-0.35948542,
Dark-Dark,19/05/2021,14,4,20,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,21,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,21,2,?,Right,,F,1873,1620,1583,1626,2275,1639,-0.018783918,-56.22490606,-0.162499728,
Dark-Dark,19/05/2021,14,4,24,1,Right,Right,,M,2042,1612,1583,1626,2275,1639,-0.018783918,112.5950177,0.325419126,
Dark-Dark,19/05/2021,14,4,24,2,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,25,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,25,2,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,25,3,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,26,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,28,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,29,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,29,2,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,30,1,,,,,,,,,,,,,,
Dark-Dark,19/05/2021,14,4,30,2,,,,,,,,,,,,,,
