Filename,Datetime (YYYYMMDDHHMMSS),Session,Minute,Category,Morph,,,,,,,,,
B009C0004_20210512143251_0012_t1.10.Still005.tif,20210512143251,4,12,C,11,,,,,,,,,
B009C0004_20210512143251_0016_t1.117.Still005.tif,20210512143251,4,16,C,16,,,,,,,,,
B009C0005_20210512145359_0002_t1.104.Still005.tif,20210512145359,5,02,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0005_t1.139.Still005.tif,20210512145359,5,05,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0007_t1.124.Still005.tif,20210512145359,5,07,C,9,,,,,,,,,
B009C0005_20210512145359_0007_t2.75.Still005.tif,20210512145359,5,07,C,20,,,,,,,,,
B009C0005_20210512145359_0008_t1.82.Still005.tif,20210512145359,5,08,C,20,,,,,,,,,
B009C0005_20210512145359_0009_t1.162.Still005.tif,20210512145359,5,09,C,10,,,,,,,,,
B009C0005_20210512145359_0009_t2.156.Still005.tif,20210512145359,5,09,C,20,,,,,,,,,
B009C0005_20210512145359_0010_t1.145.Still005.tif,20210512145359,5,10,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0011_t1.133.Still005.tif,20210512145359,5,11,C,20,,,,,,,,,
B009C0005_20210512145359_0011_t2.148.Still005.tif,20210512145359,5,11,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0013_t1.114.Still005.tif,20210512145359,5,13,C,20,,,,,,,,,
B009C0005_20210512145359_0014_t1.118.Still005.tif,20210512145359,5,14,C,12,,,,,,,,,
B009C0005_20210512145359_0015_t1.94.Still005.tif,20210512145359,5,15,C,19,,,,,,,,,
B009C0005_20210512145359_0016_t1.157.Still005.tif,20210512145359,5,16,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0017_t1.38.Still005.tif,20210512145359,5,17,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0017_t2.71.Still005.tif,20210512145359,5,17,C,3,,,,,,,,,
B009C0005_20210512145359_0017_t3.240.Still005.tif,20210512145359,5,17,C,1,,,,,,,,,
B009C0005_20210512145359_0018_t1.42.Still005.tif,20210512145359,5,18,C,10,,,,,,,,,
B009C0005_20210512145359_0018_t2.48.Still005.tif,20210512145359,5,18,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0019_t1.101.Still005.tif,20210512145359,5,19,C,13,,,,,,,,,
B009C0005_20210512145359_0019_t2.54.Still005.tif,20210512145359,5,19,C,undetermined,,,,,,,,,
